"log_radon" "floor" "countyname" "log_uranium"
0.78845736036427 "1" "AITKIN" -0.6890475953545
0.78845736036427 "0" "AITKIN" -0.6890475953545
1.06471073699243 "0" "AITKIN" -0.6890475953545
0 "0" "AITKIN" -0.6890475953545
1.1314021114911 "0" "ANOKA" -0.847312860499705
0.916290731874155 "0" "ANOKA" -0.847312860499705
0.405465108108164 "0" "ANOKA" -0.847312860499705
0 "0" "ANOKA" -0.847312860499705
-0.356674943938732 "0" "ANOKA" -0.847312860499705
0.182321556793955 "0" "ANOKA" -0.847312860499705
0.182321556793955 "0" "ANOKA" -0.847312860499705
0.262364264467491 "0" "ANOKA" -0.847312860499705
0.336472236621213 "0" "ANOKA" -0.847312860499705
-0.916290731874155 "0" "ANOKA" -0.847312860499705
0.0953101798043249 "0" "ANOKA" -0.847312860499705
1.50407739677627 "0" "ANOKA" -0.847312860499705
0.262364264467491 "0" "ANOKA" -0.847312860499705
0.741937344729377 "0" "ANOKA" -0.847312860499705
1.77495235091167 "0" "ANOKA" -0.847312860499705
1.19392246847243 "0" "ANOKA" -0.847312860499705
0.587786664902119 "0" "ANOKA" -0.847312860499705
1.68639895357023 "0" "ANOKA" -0.847312860499705
1.84054963339749 "0" "ANOKA" -0.847312860499705
0.641853886172395 "0" "ANOKA" -0.847312860499705
1.88706964903238 "0" "ANOKA" -0.847312860499705
1.1314021114911 "0" "ANOKA" -0.847312860499705
1.91692261218206 "0" "ANOKA" -0.847312860499705
1.94591014905531 "0" "ANOKA" -0.847312860499705
2.04122032885964 "0" "ANOKA" -0.847312860499705
1.64865862558738 "0" "ANOKA" -0.847312860499705
1.50407739677627 "0" "ANOKA" -0.847312860499705
1.48160454092422 "0" "ANOKA" -0.847312860499705
1.02961941718116 "0" "ANOKA" -0.847312860499705
2.09186406167839 "0" "ANOKA" -0.847312860499705
0.470003629245736 "0" "ANOKA" -0.847312860499705
1.43508452528932 "0" "ANOKA" -0.847312860499705
1.68639895357023 "0" "ANOKA" -0.847312860499705
1.38629436111989 "0" "ANOKA" -0.847312860499705
0.832909122935104 "0" "ANOKA" -0.847312860499705
1.06471073699243 "0" "ANOKA" -0.847312860499705
0.336472236621213 "0" "ANOKA" -0.847312860499705
1.19392246847243 "0" "ANOKA" -0.847312860499705
1.06471073699243 "0" "ANOKA" -0.847312860499705
0.587786664902119 "1" "ANOKA" -0.847312860499705
-1.6094379124341 "1" "ANOKA" -0.847312860499705
0.8754687373539 "0" "ANOKA" -0.847312860499705
0.0953101798043249 "1" "ANOKA" -0.847312860499705
0.78845736036427 "0" "ANOKA" -0.847312860499705
-0.510825623765991 "0" "ANOKA" -0.847312860499705
0.53062825106217 "0" "ANOKA" -0.847312860499705
1.06471073699243 "0" "ANOKA" -0.847312860499705
0.78845736036427 "0" "ANOKA" -0.847312860499705
0.53062825106217 "0" "ANOKA" -0.847312860499705
0.336472236621213 "0" "ANOKA" -0.847312860499705
0.641853886172395 "0" "ANOKA" -0.847312860499705
0.587786664902119 "0" "ANOKA" -0.847312860499705
0.182321556793955 "1" "BECKER" -0.11345877376814
1.45861502269952 "0" "BECKER" -0.11345877376814
1.50407739677627 "1" "BECKER" -0.11345877376814
1.84054963339749 "0" "BELTRAMI" -0.593352525607471
1.52605630349505 "0" "BELTRAMI" -0.593352525607471
1.7404661748405 "0" "BELTRAMI" -0.593352525607471
0.78845736036427 "1" "BELTRAMI" -0.593352525607471
-0.916290731874155 "1" "BELTRAMI" -0.593352525607471
1.52605630349505 "1" "BELTRAMI" -0.593352525607471
1.48160454092422 "1" "BELTRAMI" -0.593352525607471
1.88706964903238 "0" "BENTON" -0.142890481153028
0.993251773010283 "0" "BENTON" -0.142890481153028
1.06471073699243 "1" "BENTON" -0.142890481153028
1.06471073699243 "0" "BENTON" -0.142890481153028
1.97408102602201 "0" "BIG STONE" 0.387056708424809
1.6094379124341 "0" "BIG STONE" 0.387056708424809
0.955511445027436 "0" "BIG STONE" 0.387056708424809
1.6094379124341 "0" "BLUE EARTH" 0.271613664272716
2.56494935746154 "0" "BLUE EARTH" 0.271613664272716
1.97408102602201 "0" "BLUE EARTH" 0.271613664272716
1.91692261218206 "0" "BLUE EARTH" 0.271613664272716
2.54944517092557 "0" "BLUE EARTH" 0.271613664272716
1.75785791755237 "1" "BLUE EARTH" 0.271613664272716
2.2512917986065 "0" "BLUE EARTH" 0.271613664272716
1.79175946922805 "0" "BLUE EARTH" 0.271613664272716
1.33500106673234 "0" "BLUE EARTH" 0.271613664272716
2.66025953726586 "1" "BLUE EARTH" 0.271613664272716
0.587786664902119 "0" "BLUE EARTH" 0.271613664272716
1.93152141160321 "0" "BLUE EARTH" 0.271613664272716
1.54756250871601 "0" "BLUE EARTH" 0.271613664272716
2.2512917986065 "0" "BLUE EARTH" 0.271613664272716
0.916290731874155 "1" "BROWN" 0.277578704889093
1.90210752639692 "0" "BROWN" 0.277578704889093
1.38629436111989 "1" "BROWN" 0.277578704889093
2.31253542384721 "0" "BROWN" 0.277578704889093
0.78845736036427 "0" "CARLTON" -0.332315487884133
0.587786664902119 "0" "CARLTON" -0.332315487884133
1.22377543162212 "0" "CARLTON" -0.332315487884133
1.7227665977411 "1" "CARLTON" -0.332315487884133
1.45861502269952 "0" "CARLTON" -0.332315487884133
1.3609765531356 "0" "CARLTON" -0.332315487884133
0.262364264467491 "0" "CARLTON" -0.332315487884133
1.43508452528932 "0" "CARLTON" -0.332315487884133
-0.22314355131421 "0" "CARLTON" -0.332315487884133
0.693147180559945 "0" "CARLTON" -0.332315487884133
0.470003629245736 "0" "CARVER" 0.0958645715553609
2.55722731136763 "0" "CARVER" 0.0958645715553609
2.68784749378469 "1" "CARVER" 0.0958645715553609
1.54756250871601 "1" "CARVER" 0.0958645715553609
2.26176309847379 "0" "CARVER" 0.0958645715553609
-2.30258509299405 "1" "CARVER" 0.0958645715553609
1.30833281965018 "0" "CASS" -0.608219806930943
2.00148000021012 "0" "CASS" -0.608219806930943
0.641853886172395 "0" "CASS" -0.608219806930943
1.66770682055808 "0" "CASS" -0.608219806930943
1.38629436111989 "0" "CASS" -0.608219806930943
2.04122032885964 "0" "CHIPPEWA" 0.273684562807927
0.336472236621213 "0" "CHIPPEWA" 0.273684562807927
2.30258509299405 "0" "CHIPPEWA" 0.273684562807927
2.24070968927596 "0" "CHIPPEWA" 0.273684562807927
-0.22314355131421 "0" "CHISAGO" -0.735320087151157
1.48160454092422 "0" "CHISAGO" -0.735320087151157
1.6094379124341 "0" "CHISAGO" -0.735320087151157
0.741937344729377 "0" "CHISAGO" -0.735320087151157
0.53062825106217 "0" "CHISAGO" -0.735320087151157
2.09186406167839 "0" "CHISAGO" -0.735320087151157
-0.105360515657826 "1" "CLAY" 0.343781175420031
2.55722731136763 "0" "CLAY" 0.343781175420031
0.955511445027436 "0" "CLAY" 0.343781175420031
1.25276296849537 "1" "CLAY" 0.343781175420031
3.28091121578765 "0" "CLAY" 0.343781175420031
0.405465108108164 "0" "CLAY" 0.343781175420031
2.56494935746154 "0" "CLAY" 0.343781175420031
2.17475172148416 "0" "CLAY" 0.343781175420031
2.9704144655697 "0" "CLAY" 0.343781175420031
0.916290731874155 "1" "CLAY" 0.343781175420031
2.19722457733622 "0" "CLAY" 0.343781175420031
2.57261223020711 "0" "CLAY" 0.343781175420031
1.28093384546206 "0" "CLAY" 0.343781175420031
1.93152141160321 "1" "CLAY" 0.343781175420031
1.56861591791385 "1" "CLEARWATER" -0.0598604138977053
1.22377543162212 "0" "CLEARWATER" -0.0598604138977053
-0.105360515657826 "1" "CLEARWATER" -0.0598604138977053
1.22377543162212 "0" "CLEARWATER" -0.0598604138977053
0.993251773010283 "0" "COOK" -0.504995982525783
0.336472236621213 "0" "COOK" -0.504995982525783
1.91692261218206 "0" "COTTONWOOD" 0.339560320720446
2.40694510831829 "1" "COTTONWOOD" 0.339560320720446
-2.30258509299405 "1" "COTTONWOOD" 0.339560320720446
0.916290731874155 "1" "COTTONWOOD" 0.339560320720446
0.587786664902119 "0" "CROW WING" -0.633390700175141
0.470003629245736 "0" "CROW WING" -0.633390700175141
0 "1" "CROW WING" -0.633390700175141
-0.105360515657826 "0" "CROW WING" -0.633390700175141
1.06471073699243 "0" "CROW WING" -0.633390700175141
1.48160454092422 "0" "CROW WING" -0.633390700175141
0.405465108108164 "0" "CROW WING" -0.633390700175141
1.41098697371026 "0" "CROW WING" -0.633390700175141
0.916290731874155 "1" "CROW WING" -0.633390700175141
1.90210752639692 "1" "CROW WING" -0.633390700175141
1.45861502269952 "0" "CROW WING" -0.633390700175141
1.70474809223843 "0" "CROW WING" -0.633390700175141
1.28093384546206 "0" "DAKOTA" -0.0241451624685385
1.02961941718116 "0" "DAKOTA" -0.0241451624685385
2.68102152871429 "0" "DAKOTA" -0.0241451624685385
1.90210752639692 "0" "DAKOTA" -0.0241451624685385
